name,tm_id,season,league,apps,minutes,atk_goals,atk_xg,atk_goals_vs_xg,atk_shots,atk_shots_on_target,def_tackles,def_interceptions,def_possession_won,def_blocks,def_clearances,def_ground_duels_total,def_ground_duels_won,def_aerial_duels_total,def_aerial_duels_won,pass_total,pass_open_play_total,pass_final_third,pass_crosses,pass_long_total,pass_through_balls,carry_all_carries,carry_progressive,carry_distance_m,carry_prog_distance_m,carry_lead_to_shot,carry_lead_to_goal,carry_lead_to_chance,carry_lead_to_assist,gk_goals_conceded,gk_saves,gk_xgot_conceded,gk_goals_prevented,atk_conversion_pct,atk_xg_per_shot,def_ground_duels_pct,def_aerial_duels_pct,pass_accuracy_pct,pass_open_play_pct,pass_long_pct,carry_avg_distance_m,carry_prog_avg_distance_m,gk_save_pct,row_id,team_id,pass_long_successful,gk_goals_prevented_rate,norm_name,source,analyst_player_id,atk_goals_per90,atk_xg_per90,atk_shots_per90,atk_shots_on_target_per90,def_tackles_per90,def_interceptions_per90,def_possession_won_per90,def_blocks_per90,def_clearances_per90,def_ground_duels_total_per90,def_ground_duels_won_per90,def_aerial_duels_total_per90,def_aerial_duels_won_per90,pass_total_per90,pass_open_play_total_per90,pass_final_third_per90,pass_crosses_per90,pass_long_total_per90,pass_through_balls_per90,carry_all_carries_per90,carry_progressive_per90,carry_distance_m_per90,carry_prog_distance_m_per90,carry_lead_to_shot_per90,carry_lead_to_goal_per90,carry_lead_to_chance_per90,carry_lead_to_assist_per90,gk_goals_conceded_per90,gk_saves_per90,gk_xgot_conceded_per90,gk_goals_prevented_per90,sofascore_id,stat_bigChancesCreated,stat_bigChancesMissed,stat_keyPasses,stat_penaltiesTaken,stat_offsides,stat_km_per90,stat_sprints_per90,stat_topSpeed,stat_bigChancesCreated_per90,stat_bigChancesMissed_per90,stat_keyPasses_per90
Yann Sommer,42205.0,2025/2026,"Serie A, Champions League",43,3861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,93.0,42.8,0.8,,,,,,,,,,68.77,80438,3vo5mpj7catp66nrwwqiuhuup,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,2.17,1.0,0.02,16206,0.0,0.0,0.0,0.0,0.0,5.62,0.0,25.02,0.0,0.0,0.0
Wojciech Szczesny,44058.0,2025/2026,"La Liga, Champions League",12,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,33.0,20.7,-0.3,,,,,,,,,,61.06,79715,agh9ifb2mw3ivjusgedj7c3fe,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,2.98,1.87,-0.03,50490,0.0,0.0,0.0,0.0,0.0,5.53,0.0,21.17,0.0,0.0,0.0
Kevin Trapp,45672.0,2025/2026,Ligue 1,22,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,59.0,30.2,2.2,,,,,,,,,,67.0,81602,8v00fx2zwhiwm05tqqkt122p5,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,2.68,1.37,0.1,38440,0.0,0.0,0.0,0.0,0.0,3.66,0.1,29.75,0.0,0.0,0.0
Kevin Trapp,45672.0,2026/2027,Ligue 1,4,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,3.0,1.0,,,,,,,,,,81.8,178948265602338,8v00fx2zwhiwm05tqqkt122p5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.25,0.75,0.25,38440,0.0,0.0,0.0,0.0,0.0,1.79,0.0,25.7,0.0,0.0,0.0
Javi Guerra,46215.0,2025/2026,La Liga,36,2069,4.0,3.35,0.65,31.0,12.0,29.0,24.0,107.0,6.0,25.0,198.0,75.0,27.0,14.0,980.0,307.0,799.0,215.0,32.0,8.0,277.0,151.0,3218.8,1663.1,5.0,3.0,5.0,0.0,,,,,12.9,0.11,37.9,51.9,81.5,70.0,15.6,11.6,11.0,,79129,ba5e91hjacvma2sjvixn00pjo,5.0,,,,,0.17,0.15,1.35,0.52,1.26,1.04,4.65,0.26,1.09,8.61,3.26,1.17,0.61,42.63,13.35,34.76,9.35,1.39,0.35,12.05,6.57,140.02,72.34,0.22,0.13,0.22,0.0,,,,,1122610,6.0,3.0,32.0,0.0,2.0,10.81,16.0,35.96,0.26,0.13,1.39
Javi Guerra,46215.0,2026/2027,La Liga,5,385,0.0,0.25,-0.25,3.0,0.0,4.0,1.0,17.0,1.0,4.0,30.0,14.0,4.0,1.0,133.0,48.0,99.0,28.0,8.0,3.0,43.0,28.0,546.2,332.9,0.0,0.0,1.0,0.0,,,,,0.0,0.08,46.7,25.0,74.4,58.3,12.5,12.7,11.9,,178948265400590,ba5e91hjacvma2sjvixn00pjo,1.0,,,,,0.0,0.06,0.7,0.0,0.94,0.23,3.97,0.23,0.94,7.01,3.27,0.94,0.23,31.09,11.22,23.14,6.55,1.87,0.7,10.05,6.55,127.68,77.82,0.0,0.0,0.23,0.0,,,,,1122610,1.0,0.0,4.0,0.0,0.0,10.59,11.5,34.35,0.23,0.0,0.94
Ante Budimir,46413.0,2025/2026,La Liga,37,2953,17.0,17.13,-0.13,103.0,41.0,21.0,6.0,45.0,6.0,46.0,156.0,59.0,233.0,124.0,393.0,189.0,236.0,98.0,4.0,3.0,86.0,47.0,895.5,524.7,10.0,1.0,2.0,0.0,,,,,16.5,0.17,37.8,53.2,60.0,51.9,0.0,10.4,11.2,,79039,2l0ldgiwsgb8d6y3z0sfgjzyj,0.0,,,,,0.52,0.52,3.14,1.25,0.64,0.18,1.37,0.18,1.4,4.75,1.8,7.1,3.78,11.98,5.76,7.19,2.99,0.12,0.09,2.62,1.43,27.29,15.99,0.3,0.03,0.06,0.0,,,,,37318,3.0,16.0,16.0,8.0,22.0,10.06,15.5,34.53,0.09,0.49,0.49
Ante Budimir,46413.0,2026/2027,La Liga,5,382,4.0,4.18,-0.18,16.0,10.0,6.0,0.0,6.0,0.0,3.0,31.0,21.0,35.0,20.0,58.0,31.0,32.0,15.0,1.0,0.0,17.0,12.0,214.5,111.6,1.0,0.0,0.0,0.0,,,,,25.0,0.26,67.7,57.1,55.2,48.4,0.0,12.6,9.3,,178948265300462,2l0ldgiwsgb8d6y3z0sfgjzyj,0.0,,,,,0.94,0.98,3.77,2.36,1.41,0.0,1.41,0.0,0.71,7.3,4.95,8.25,4.71,13.66,7.3,7.54,3.53,0.24,0.0,4.01,2.83,50.54,26.29,0.24,0.0,0.0,0.0,,,,,37318,0.0,4.0,1.0,3.0,3.0,9.95,9.0,31.39,0.0,0.94,0.24
Andrej Kramaric,46580.0,2025/2026,Bundesliga,34,2222,14.0,11.86,2.14,64.0,33.0,8.0,8.0,105.0,2.0,9.0,97.0,41.0,18.0,5.0,985.0,399.0,840.0,323.0,50.0,6.0,281.0,137.0,3000.4,1253.5,11.0,0.0,8.0,0.0,,,,,21.88,0.19,42.3,27.8,85.3,81.0,26.0,10.7,9.2,,80454,4l9mrqzmajz5crzlz50mtbt6x,13.0,,,,,0.57,0.48,2.59,1.34,0.32,0.32,4.25,0.08,0.36,3.93,1.66,0.73,0.2,39.9,16.16,34.02,13.08,2.03,0.24,11.38,5.55,121.53,50.77,0.45,0.0,0.32,0.0,,,,,67647,7.0,8.0,36.0,5.0,5.0,10.68,15.1,35.46,0.28,0.32,1.46
Lukás Hrádecky,48015.0,2025/2026,"Ligue 1, Champions League",19,1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,50.0,23.7,-3.3,,,,,,,,,,63.49,81630,4t4hod56fsj7utpjdor8so5q6,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,2.78,1.32,-0.18,15219,0.0,0.0,0.0,0.0,0.0,1.84,0.0,25.25,0.0,0.0,0.0
Lukás Hrádecky,48015.0,2026/2027,Ligue 1,4,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,16.0,5.1,4.1,,,,,,,,,,88.9,178948265602331,4t4hod56fsj7utpjdor8so5q6,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4.0,1.27,1.02,15219,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Vítinha,48662.0,2025/2026,Serie A,35,2242,5.0,6.22,-1.22,65.0,20.0,39.0,14.0,102.0,5.0,29.0,312.0,143.0,134.0,58.0,396.0,187.0,265.0,106.0,48.0,3.0,250.0,142.0,2878.2,1568.7,15.0,1.0,3.0,0.0,,,,,7.69,0.1,45.8,43.3,66.9,56.7,20.8,11.5,11.0,,79770,4kumqzwifv478caxed8zywlh3,10.0,,,,,0.2,0.25,2.61,0.8,1.57,0.56,4.09,0.2,1.16,12.52,5.74,5.38,2.33,15.9,7.51,10.64,4.26,1.93,0.12,10.04,5.7,115.54,62.97,0.6,0.04,0.12,0.0,,,,,50014,,,,,,,,,,,
Dodô,52666.0,2025/2026,"Serie A, Conference League",45,3727,1.0,2.26,-1.26,28.0,5.0,35.0,35.0,204.0,3.0,67.0,270.0,154.0,44.0,19.0,1687.0,567.0,1406.0,426.0,178.0,5.0,633.0,429.0,8436.4,5948.3,4.0,1.0,32.0,1.0,,,,,3.37,0.08,57.29,42.07,83.38,75.14,23.02,13.44,13.91,,79876,4raiad4l2j5lkfaz92pk4osb,35.0,,,,,0.02,0.05,0.68,0.12,0.85,0.85,4.93,0.07,1.62,6.52,3.72,1.06,0.46,40.74,13.69,33.95,10.29,4.3,0.12,15.29,10.36,203.72,143.64,0.1,0.02,0.77,0.02,,,,,822518,11.0,3.0,51.0,0.0,4.0,9.89,25.2,35.67,0.27,0.07,1.23
Oliver Baumann,55089.0,2025/2026,Bundesliga,34,3060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,97.0,48.0,-4.0,,,,,,,,,,65.1,80996,4l9mrqzmajz5crzlz50mtbt6x,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,2.85,1.41,-0.12,40244,0.0,0.0,1.0,0.0,0.0,1.11,0.1,32.12,0.0,0.0,0.03
Oliver Baumann,55089.0,2026/2027,Bundesliga,3,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.0,6.8,0.8,,,,,,,,,,56.3,178948265601907,4l9mrqzmajz5crzlz50mtbt6x,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,3.0,2.27,0.27,40244,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Nicolas Höfler,55099.0,2025/2026,"Bundesliga, Europa League",19,523,0.0,0.36,-0.36,7.0,3.0,17.0,6.0,26.0,3.0,16.0,43.0,22.0,21.0,10.0,221.0,45.0,194.0,33.0,0.0,1.0,33.0,10.0,269.9,30.2,0.0,0.0,0.0,0.0,,,,,0.0,0.05,51.3,51.0,87.8,73.23,0.0,8.31,2.91,,80812,6k5zscdm9ufw0tguvzyjlp5hq,0.0,,,,,0.0,0.06,1.2,0.52,2.93,1.03,4.47,0.52,2.75,7.4,3.79,3.61,1.72,38.03,7.74,33.38,5.68,0.0,0.17,5.68,1.72,46.45,5.2,0.0,0.0,0.0,0.0,,,,,49639,0.0,0.0,0.0,0.0,0.0,11.07,11.41,32.15,0.0,0.0,0.0
Henrikh Mkhitaryan,55735.0,2025/2026,"Serie A, Champions League",34,1870,4.0,5.09,-1.09,44.0,14.0,41.0,21.0,118.0,4.0,24.0,176.0,80.0,27.0,15.0,1136.0,460.0,1002.0,383.0,35.0,5.0,284.0,154.0,3074.1,1723.2,7.0,0.0,6.0,0.0,,,,,7.73,0.12,45.55,55.43,88.29,82.45,10.39,10.78,11.49,,79783,3vo5mpj7catp66nrwwqiuhuup,4.0,,,,,0.19,0.24,2.12,0.67,1.97,1.01,5.68,0.19,1.16,8.47,3.85,1.3,0.72,54.67,22.14,48.22,18.43,1.68,0.24,13.67,7.41,147.95,82.93,0.34,0.0,0.29,0.0,,,,,37151,6.0,2.0,30.0,0.0,5.0,12.09,9.7,30.28,0.29,0.1,1.44
Péter Gulácsi,57071.0,2025/2026,Bundesliga,23,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,53.0,29.3,-2.7,,,,,,,,,,62.4,80993,9gefq4dz9b2hl8rqrxwrlrzmp,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,2.37,1.31,-0.12,37096,0.0,0.0,0.0,0.0,0.0,1.2,0.0,21.76,0.0,0.0,0.0
César Azpilicueta,57500.0,2025/2026,La Liga,17,1218,0.0,0.01,-0.01,1.0,0.0,27.0,22.0,40.0,9.0,40.0,75.0,37.0,35.0,22.0,702.0,105.0,621.0,78.0,12.0,0.0,132.0,85.0,1444.4,988.5,0.0,0.0,1.0,1.0,,,,,0.0,0.01,49.3,62.9,88.5,74.3,41.7,10.9,11.6,,79530,10eyb18v5puw4ez03ocaug09m,5.0,,,,,0.0,0.0,0.07,0.0,2.0,1.63,2.96,0.67,2.96,5.54,2.73,2.59,1.63,51.87,7.76,45.89,5.76,0.89,0.0,9.75,6.28,106.73,73.04,0.0,0.0,0.07,0.07,,,,,21555,1.0,0.0,3.0,0.0,1.0,9.56,13.6,34.14,0.07,0.0,0.22
Iván Romero,57899.0,2025/2026,La Liga,32,2278,7.0,8.67,-1.67,59.0,18.0,33.0,12.0,92.0,2.0,9.0,300.0,147.0,65.0,30.0,534.0,247.0,391.0,151.0,20.0,7.0,233.0,105.0,2472.2,1055.5,13.0,3.0,13.0,0.0,,,,,11.86,0.15,49.0,46.2,73.2,61.1,15.0,10.6,10.1,,79064,4grc9qgcvusllap8h5j6gc5h5,3.0,,,,,0.28,0.34,2.33,0.71,1.3,0.47,3.63,0.08,0.36,11.85,5.81,2.57,1.19,21.1,9.76,15.45,5.97,0.79,0.28,9.21,4.15,97.67,41.7,0.51,0.12,0.51,0.0,,,,,1014042,5.0,12.0,25.0,1.0,7.0,10.37,19.0,36.21,0.2,0.47,0.99
Iván Romero,57899.0,2026/2027,La Liga,5,316,1.0,3.02,-2.02,15.0,6.0,6.0,0.0,12.0,0.0,1.0,33.0,18.0,20.0,4.0,53.0,26.0,40.0,17.0,2.0,0.0,27.0,10.0,236.9,70.6,3.0,1.0,2.0,0.0,,,,,6.67,0.2,54.5,20.0,75.5,65.4,0.0,8.8,7.1,,178948265300464,4grc9qgcvusllap8h5j6gc5h5,0.0,,,,,0.28,0.86,4.27,1.71,1.71,0.0,3.42,0.0,0.28,9.4,5.13,5.7,1.14,15.09,7.41,11.39,4.84,0.57,0.0,7.69,2.85,67.47,20.11,0.85,0.28,0.57,0.0,,,,,1014042,1.0,4.0,3.0,0.0,2.0,10.5,12.0,33.72,0.28,1.14,0.85
Beto,58385.0,2025/2026,Premier League,37,1565,9.0,8.91,0.09,43.0,17.0,15.0,1.0,26.0,4.0,43.0,130.0,41.0,207.0,92.0,208.0,82.0,129.0,45.0,2.0,0.0,70.0,35.0,825.2,323.2,4.0,0.0,1.0,0.0,,,,,20.93,0.21,31.5,44.4,62.0,54.9,0.0,11.8,9.2,,78414,ehd2iemqmschhj2ec0vayztzz,0.0,,,,,0.52,0.51,2.47,0.98,0.86,0.06,1.5,0.23,2.47,7.48,2.36,11.9,5.29,11.96,4.72,7.42,2.59,0.12,0.0,4.03,2.01,47.46,18.59,0.23,0.0,0.06,0.0,,,,,987489,1.0,10.0,12.0,0.0,9.0,9.51,21.7,35.23,0.06,0.58,0.69
Pierre-Emerick Aubameyang,58864.0,2025/2026,"Ligue 1, Champions League",38,2635,13.0,16.29,-3.29,82.0,44.0,10.0,9.0,52.0,1.0,16.0,111.0,51.0,51.0,20.0,587.0,231.0,458.0,169.0,37.0,9.0,164.0,93.0,2023.7,1054.6,18.0,2.0,11.0,4.0,,,,,15.99,0.2,45.74,38.47,78.35,73.29,5.36,12.32,11.37,,81004,27xvwccz8kpmqsefjv2b2sc0o,2.0,,,,,0.44,0.56,2.8,1.5,0.34,0.31,1.78,0.03,0.55,3.79,1.74,1.74,0.68,20.05,7.89,15.64,5.77,1.26,0.31,5.6,3.18,69.12,36.02,0.61,0.07,0.38,0.14,,,,,51498,9.0,26.0,34.0,0.0,12.0,9.53,18.12,35.37,0.31,0.89,1.16
Pierre-Emerick Aubameyang,58864.0,2026/2027,La Liga,5,445,5.0,2.77,2.23,14.0,9.0,3.0,2.0,10.0,0.0,7.0,14.0,7.0,6.0,4.0,84.0,42.0,65.0,31.0,7.0,1.0,26.0,18.0,333.9,272.6,7.0,4.0,2.0,1.0,,,,,35.71,0.2,50.0,66.7,77.4,73.8,42.9,12.8,15.1,,178948265300468,1r541mega6d838hi0p44sv0h2,3.0,,,,,1.01,0.56,2.83,1.82,0.61,0.4,2.02,0.0,1.42,2.83,1.42,1.21,0.81,16.99,8.49,13.15,6.27,1.42,0.2,5.26,3.64,67.53,55.13,1.42,0.81,0.4,0.2,,,,,51498,1.0,2.0,6.0,0.0,1.0,10.02,21.6,35.13,0.2,0.4,1.21
Anthony Jung,58995.0,2025/2026,"Bundesliga, Europa League",15,630,0.0,0.03,-0.03,1.0,0.0,5.0,10.0,20.0,8.0,44.0,18.0,9.0,24.0,17.0,386.0,62.0,323.0,41.0,0.0,0.0,92.0,40.0,859.7,230.5,0.0,0.0,0.0,0.0,,,,,0.0,0.02,53.52,70.87,83.74,65.54,0.0,9.34,5.61,,80848,6k5zscdm9ufw0tguvzyjlp5hq,0.0,,,,,0.0,0.0,0.14,0.0,0.71,1.43,2.86,1.14,6.29,2.57,1.29,3.43,2.43,55.14,8.86,46.14,5.86,0.0,0.0,13.14,5.71,122.81,32.93,0.0,0.0,0.0,0.0,,,,,103442,1.0,0.0,4.0,0.0,0.0,10.32,12.04,32.55,0.14,0.0,0.57
David Alaba,59016.0,2025/2026,"La Liga, Champions League",14,536,0.0,0.25,-0.25,4.0,1.0,6.0,0.0,21.0,6.0,23.0,9.0,6.0,17.0,10.0,468.0,60.0,433.0,42.0,0.0,2.0,98.0,58.0,966.9,597.5,0.0,0.0,0.0,0.0,,,,,0.0,0.05,70.55,58.35,92.33,69.66,0.0,9.84,10.21,,79434,3kq9cckrnlogidldtdie2fkbl,0.0,,,,,0.0,0.04,0.67,0.17,1.01,0.0,3.53,1.01,3.86,1.51,1.01,2.85,1.68,78.58,10.07,72.71,7.05,0.0,0.34,16.46,9.74,162.35,100.33,0.0,0.0,0.0,0.0,,,,,66492,0.0,0.0,0.0,0.0,0.0,9.76,6.6,31.54,0.0,0.0,0.0
Cristhian Stuani,59323.0,2025/2026,La Liga,21,396,5.0,5.38,-0.38,19.0,12.0,5.0,1.0,8.0,0.0,3.0,36.0,18.0,34.0,18.0,64.0,23.0,42.0,13.0,0.0,0.0,7.0,1.0,53.5,-14.9,0.0,0.0,1.0,0.0,,,,,26.32,0.28,50.0,52.9,65.6,56.5,0.0,7.6,-14.9,,79091,7h7eg7q7dbwvzww78h9d5eh0h,0.0,,,,,1.14,1.22,4.32,2.73,1.14,0.23,1.82,0.0,0.68,8.18,4.09,7.73,4.09,14.55,5.23,9.55,2.95,0.0,0.0,1.59,0.23,12.16,-3.39,0.0,0.0,0.23,0.0,,,,,32048,0.0,6.0,2.0,4.0,6.0,10.61,12.3,33.66,0.0,1.36,0.45
David de Gea,59377.0,2025/2026,"Serie A, Conference League",44,3945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,139.0,57.2,1.2,,,,,,,,,,70.89,80413,4raiad4l2j5lkfaz92pk4osb,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,3.17,1.3,0.03,69378,1.0,0.0,3.0,0.0,0.0,0.79,0.0,19.76,0.02,0.0,0.07
David de Gea,59377.0,2026/2027,Serie A,4,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,10.0,7.3,-3.7,,,,,,,,,,47.6,178948265601525,4raiad4l2j5lkfaz92pk4osb,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,2.5,1.82,-0.92,69378,1.0,0.0,1.0,0.0,0.0,,,,0.25,0.0,0.25
Dani Parejo,59561.0,2025/2026,"La Liga, Champions League",39,1595,1.0,1.14,-0.14,6.0,1.0,46.0,14.0,79.0,7.0,16.0,130.0,84.0,12.0,8.0,1027.0,265.0,910.0,217.0,2.0,4.0,139.0,38.0,1177.8,252.5,0.0,0.0,4.0,0.0,,,,,29.05,0.29,64.56,69.72,88.63,81.93,0.0,8.5,6.53,,79275,74mcjsm72vr3l9pw2i4qfjchj,0.0,,,,,0.06,0.06,0.34,0.06,2.6,0.79,4.46,0.39,0.9,7.34,4.74,0.68,0.45,57.95,14.95,51.35,12.24,0.11,0.23,7.84,2.14,66.46,14.25,0.0,0.0,0.23,0.0,,,,,39182,3.0,0.0,29.0,1.0,0.0,11.35,6.58,33.78,0.17,0.0,1.64
Anthony Lopes,60561.0,2025/2026,Ligue 1,32,2811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,98.0,50.9,1.9,,,,,,,,,,66.2,81604,750ustvk4jfqmo8q4gnrcxy7z,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,3.14,1.63,0.06,48535,0.0,0.0,0.0,0.0,0.0,2.42,0.2,30.5,0.0,0.0,0.0
Anthony Lopes,60561.0,2026/2027,Ligue 1,4,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,23.0,6.5,2.5,,,,,,,,,,82.1,178948265602334,75qj99fhg5c0ztj2tva5u4uii,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,5.75,1.62,0.62,48535,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Jordan Henderson,61651.0,2025/2026,Premier League,32,1922,1.0,0.33,0.67,6.0,1.0,27.0,17.0,98.0,7.0,34.0,68.0,35.0,31.0,13.0,1158.0,346.0,902.0,203.0,38.0,6.0,207.0,89.0,2066.5,622.0,1.0,0.0,2.0,0.0,,,,,16.67,0.06,51.5,41.9,77.9,58.7,31.6,10.0,7.0,,78754,7yx5dqhhphyvfisohikodajhv,12.0,,,,,0.05,0.02,0.28,0.05,1.26,0.8,4.59,0.33,1.59,3.18,1.64,1.45,0.61,54.22,16.2,42.24,9.51,1.78,0.28,9.69,4.17,96.77,29.13,0.05,0.0,0.09,0.0,,,,,42694,8.0,0.0,19.0,0.0,1.0,11.18,16.3,34.8,0.37,0.0,0.89
Yuri Berchiche,61812.0,2025/2026,"La Liga, Champions League",36,3001,0.0,0.7,-0.7,26.0,5.0,51.0,40.0,158.0,4.0,107.0,164.0,96.0,101.0,67.0,1609.0,471.0,1409.0,376.0,69.0,1.0,275.0,184.0,2732.1,1845.7,6.0,0.0,5.0,2.0,,,,,0.0,0.02,58.48,66.51,87.55,79.69,19.77,9.84,9.87,,79349,3czravw89omgc9o4s0w3l1bg5,14.0,,,,,0.0,0.02,0.78,0.15,1.53,1.2,4.74,0.12,3.21,4.92,2.88,3.03,2.01,48.25,14.13,42.26,11.28,2.07,0.03,8.25,5.52,81.94,55.35,0.18,0.0,0.15,0.06,,,,,84531,7.0,0.0,32.0,0.0,3.0,10.04,19.17,33.91,0.21,0.0,0.96
Yuri Berchiche,61812.0,2026/2027,La Liga,4,281,0.0,0.19,-0.19,7.0,0.0,3.0,4.0,18.0,0.0,6.0,11.0,5.0,5.0,4.0,199.0,44.0,184.0,34.0,4.0,1.0,33.0,19.0,326.7,197.7,0.0,0.0,0.0,0.0,,,,,0.0,0.03,45.5,80.0,92.5,77.3,0.0,9.9,10.4,,178948265400609,3czravw89omgc9o4s0w3l1bg5,0.0,,,,,0.0,0.06,2.24,0.0,0.96,1.28,5.77,0.0,1.92,3.52,1.6,1.6,1.28,63.74,14.09,58.93,10.89,1.28,0.32,10.57,6.09,104.64,63.32,0.0,0.0,0.0,0.0,,,,,84531,1.0,0.0,4.0,0.0,0.0,9.81,10.9,30.29,0.32,0.0,1.28
Adam Smith,61841.0,2025/2026,Premier League,22,1076,0.0,0.0,0.0,0.0,0.0,15.0,8.0,29.0,9.0,38.0,60.0,26.0,30.0,14.0,363.0,116.0,283.0,71.0,13.0,0.0,44.0,24.0,478.4,205.6,0.0,0.0,1.0,0.0,,,,,0.0,0.0,43.3,46.7,78.0,61.2,7.7,10.9,8.6,,78850,1pse9ta7a45pi2w2grjim70ge,1.0,,,,,0.0,0.0,0.0,0.0,1.25,0.67,2.43,0.75,3.18,5.02,2.17,2.51,1.17,30.36,9.7,23.67,5.94,1.09,0.0,3.68,2.01,40.01,17.2,0.0,0.0,0.08,0.0,,,,,44566,1.0,0.0,5.0,0.0,0.0,9.98,21.5,35.96,0.08,0.0,0.42
Adam Smith,61841.0,2026/2027,Premier League,4,360,0.0,0.01,-0.01,1.0,0.0,5.0,4.0,13.0,0.0,12.0,22.0,12.0,10.0,6.0,110.0,34.0,86.0,20.0,4.0,0.0,18.0,9.0,181.4,70.2,0.0,0.0,1.0,0.0,,,,,0.0,0.01,54.5,60.0,78.2,58.8,50.0,10.1,7.8,,178948265300271,1pse9ta7a45pi2w2grjim70ge,2.0,,,,,0.0,0.0,0.25,0.0,1.25,1.0,3.25,0.0,3.0,5.5,3.0,2.5,1.5,27.5,8.5,21.5,5.0,1.0,0.0,4.5,2.25,45.35,17.55,0.0,0.0,0.25,0.0,,,,,44566,0.0,0.0,3.0,0.0,0.0,10.31,10.0,31.92,0.0,0.0,0.75
Javi Hernández,62917.0,2026/2027,La Liga,5,397,0.0,0.34,-0.34,5.0,2.0,8.0,1.0,15.0,0.0,1.0,67.0,22.0,2.0,0.0,96.0,42.0,77.0,33.0,5.0,2.0,55.0,37.0,731.4,510.8,1.0,0.0,3.0,2.0,,,,,0.0,0.07,32.8,0.0,80.2,78.6,0.0,13.3,13.8,,178948265400567,c8llrezkm3b3op4afrou6b487,0.0,,,,,0.0,0.08,1.13,0.45,1.81,0.23,3.4,0.0,0.23,15.19,4.99,0.45,0.0,21.76,9.52,17.46,7.48,1.13,0.45,12.47,8.39,165.81,115.8,0.23,0.0,0.68,0.45,,,,,147960,,,,,,,,,,,
Pedro,65278.0,2025/2026,Serie A,29,973,5.0,2.44,2.56,22.0,11.0,11.0,4.0,33.0,0.0,4.0,91.0,48.0,6.0,2.0,482.0,173.0,419.0,135.0,15.0,3.0,160.0,76.0,1813.3,726.9,3.0,1.0,5.0,0.0,,,,,22.73,0.11,52.7,33.3,86.9,78.0,0.0,11.3,9.6,,79865,btcy9nra9ak4m22ovr2ia6m5v,0.0,,,,,0.46,0.23,2.03,1.02,1.02,0.37,3.05,0.0,0.37,8.42,4.44,0.55,0.18,44.58,16.0,38.76,12.49,1.39,0.28,14.8,7.03,167.73,67.24,0.28,0.09,0.46,0.0,,,,,35428,3.0,3.0,23.0,2.0,1.0,,,,0.28,0.28,2.13
Danny Welbeck,67063.0,2025/2026,Premier League,37,2263,13.0,12.44,0.56,56.0,28.0,24.0,9.0,51.0,0.0,30.0,122.0,45.0,56.0,19.0,486.0,198.0,386.0,142.0,2.0,5.0,120.0,47.0,1221.5,417.1,6.0,1.0,3.0,0.0,,,,,23.21,0.22,36.9,33.9,79.4,71.7,0.0,10.2,8.9,,78399,e5p0ehyguld7egzhiedpdnc3w,0.0,,,,,0.52,0.49,2.23,1.11,0.95,0.36,2.03,0.0,1.19,4.85,1.79,2.23,0.76,19.33,7.87,15.35,5.65,0.08,0.2,4.77,1.87,48.58,16.59,0.24,0.04,0.12,0.0,,,,,33902,4.0,11.0,20.0,3.0,5.0,9.9,17.7,35.49,0.16,0.44,0.8
