name,team,league,position,apps,minutes,us_goals,us_npg,us_assists,us_shots,us_key_passes,us_yellow_cards,us_red_cards,us_xg,us_npxg,us_xa,us_xg_chain,us_xg_buildup,xg90,npxg90,xa90,xg90_xa90,npxg90_xa90,xgchain90,xgbuildup90,season,row_id,norm_name,source
Santiago Bueno,Wolverhampton Wanderers,Premier League,D S,29,2549,3,3,1,10,10,4,0,1.9953,1.9953,0.9024,4.3502,3.939,0.0704,0.0704,0.0319,0.1023,0.1023,0.1536,0.1391,2025/2026,6610,,
Yasin Ayari,Brighton,Premier League,M S,29,1918,3,3,3,41,15,1,0,2.1179,2.1179,1.4008,7.9008,5.4767,0.0994,0.0994,0.0657,0.1651,0.1651,0.3707,0.257,2025/2026,6611,,
Jurri\u00ebn Timber,Arsenal,Premier League,D S,30,2475,3,3,5,25,28,5,0,4.0308,4.0308,2.5891,11.4386,8.6594,0.1466,0.1466,0.0941,0.2407,0.2407,0.4159,0.3149,2025/2026,6612,,
Alex Scott,Bournemouth,Premier League,M S,37,2915,3,3,1,44,26,5,0,3.5001,3.5001,2.8919,15.2462,10.9916,0.1081,0.1081,0.0893,0.1974,0.1974,0.4707,0.3394,2025/2026,6613,,
Rodrigo Gomes,Wolverhampton Wanderers,Premier League,D F M S,22,951,3,3,0,21,3,0,0,2.2844,2.2844,0.1513,3.377,1.0081,0.2162,0.2162,0.0143,0.2305,0.2305,0.3196,0.0954,2025/2026,6614,,
Yankuba Minteh,Brighton,Premier League,M S,34,2410,3,3,4,41,44,3,0,4.7525,4.7525,5.8415,16.4112,8.5737,0.1775,0.1775,0.2181,0.3956,0.3956,0.6129,0.3202,2025/2026,6615,,
Mateus Fernandes,West Ham,Premier League,M S,36,3044,3,3,4,28,37,6,0,1.8216,1.8216,3.336,10.3192,6.9893,0.0539,0.0539,0.0986,0.1525,0.1525,0.3051,0.2066,2025/2026,6616,,
Mateus Man\u00e9,Wolverhampton Wanderers,Premier League,M S,27,1784,3,3,1,41,30,0,0,1.9724,1.9724,3.2817,5.2575,2.4832,0.0995,0.0995,0.1656,0.2651,0.2651,0.2652,0.1253,2025/2026,6617,,
Joelinton,Newcastle United,Premier League,M S,27,1958,2,2,1,32,17,9,0,2.1787,2.1787,1.8614,10.0186,7.2502,0.1001,0.1001,0.0856,0.1857,0.1857,0.4605,0.3333,2025/2026,6618,,
Idrissa Gueye,Everton,Premier League,M,25,2120,2,2,3,29,13,1,1,1.9142,1.9142,1.6937,9.1387,6.8963,0.0813,0.0813,0.0719,0.1532,0.1532,0.388,0.2928,2025/2026,6619,,
Jack Grealish,Everton,Premier League,F M S,20,1645,2,2,6,26,38,2,1,3.0849,3.0849,4.5583,9.2906,3.2925,0.1688,0.1688,0.2494,0.4182,0.4182,0.5083,0.1801,2025/2026,6620,,
Tammy Abraham,Aston Villa,Premier League,F S,12,253,2,2,0,9,4,0,0,2.0485,2.0485,0.1292,2.1023,0.0554,0.7287,0.7287,0.046,0.7747,0.7747,0.7479,0.0197,2025/2026,6621,,
Josh Cullen,Burnley,Premier League,M,18,1533,2,2,2,11,13,2,0,1.0142,1.0142,1.8169,6.1628,4.6256,0.0595,0.0595,0.1067,0.1662,0.1662,0.3618,0.2716,2025/2026,6622,,
Federico Chiesa,Liverpool,Premier League,M S,26,247,2,2,1,16,3,3,0,1.6658,1.6658,1.472,3.7229,0.7541,0.607,0.607,0.5364,1.1434,1.1434,1.3565,0.2748,2025/2026,6623,,
James Tarkowski,Everton,Premier League,D,37,3330,2,2,3,20,18,8,0,2.8691,2.8691,2.0567,6.8241,5.569,0.0775,0.0775,0.0556,0.1331,0.1331,0.1844,0.1505,2025/2026,6624,,
Bernardo Silva,Manchester City,Premier League,M S,38,2917,2,2,4,30,47,9,0,2.8996,2.8996,5.2829,25.1888,19.4027,0.0895,0.0895,0.163,0.2525,0.2525,0.7772,0.5986,2025/2026,6625,,
Adam Armstrong,Wolverhampton Wanderers,Premier League,F M,14,1170,2,1,2,18,6,3,0,2.8086,2.0474,1.5013,2.854,0.7164,0.216,0.1575,0.1155,0.3315,0.273,0.2195,0.0551,2025/2026,6626,,
Kai Havertz,Arsenal,Premier League,F M S,12,582,2,2,3,18,11,1,0,4.8955,4.8955,1.457,4.522,0.7516,0.757,0.757,0.2253,0.9823,0.9823,0.6993,0.1162,2025/2026,6627,,
Ibrahim Sangare,Nottingham Forest,Premier League,M S,28,2111,2,2,2,16,12,5,0,1.5704,1.5704,1.4492,7.4223,5.2894,0.067,0.067,0.0618,0.1288,0.1288,0.3164,0.2255,2025/2026,6628,,
Joe Rodon,Leeds,Premier League,D S,35,2954,2,2,0,18,9,3,0,1.846,1.846,0.4615,6.2426,5.7999,0.0562,0.0562,0.0141,0.0703,0.0703,0.1902,0.1767,2025/2026,6629,,
Eddie Nketiah,Crystal Palace,Premier League,M S,12,396,2,2,0,15,7,2,0,1.943,1.943,0.9605,2.896,0.1488,0.4416,0.4416,0.2183,0.6599,0.6599,0.6582,0.0338,2025/2026,6630,,
Tom Cairney,Fulham,Premier League,M S,24,747,2,2,0,17,11,3,0,0.8125,0.8125,0.6888,4.3326,3.3756,0.0979,0.0979,0.083,0.1809,0.1809,0.522,0.4067,2025/2026,6631,,
Justin Kluivert,Bournemouth,Premier League,M S,20,934,2,2,0,17,22,5,0,2.2934,2.2934,2.2948,5.3118,2.3176,0.221,0.221,0.2211,0.4421,0.4421,0.5118,0.2233,2025/2026,6632,,
Sean Longstaff,Leeds,Premier League,M S,23,999,2,2,2,16,25,2,0,1.3777,1.3777,2.7682,3.4458,1.8182,0.1241,0.1241,0.2494,0.3735,0.3735,0.3104,0.1638,2025/2026,6633,,
Tyler Adams,Bournemouth,Premier League,M S,25,1805,2,2,2,10,7,8,0,0.929,0.929,1.2303,6.8699,5.8676,0.0463,0.0463,0.0613,0.1076,0.1076,0.3425,0.2926,2025/2026,6634,,
James Garner,Everton,Premier League,D M,38,3417,2,2,7,45,56,12,0,2.0756,2.0756,6.0666,11.2834,8.3334,0.0547,0.0547,0.1598,0.2145,0.2145,0.2972,0.2195,2025/2026,6635,,
James Justin,Leeds,Premier League,D M S,29,1895,2,2,1,24,13,4,0,2.5628,2.5628,2.5728,5.1416,2.7561,0.1217,0.1217,0.1222,0.2439,0.2439,0.2442,0.1309,2025/2026,6636,,
Joshua Zirkzee,Manchester United,Premier League,F M S,24,573,2,2,1,25,11,3,0,3.8466,3.8466,1.2162,6.7102,2.6022,0.6042,0.6042,0.191,0.7952,0.7952,1.054,0.4087,2025/2026,6637,,
Reece James,Chelsea,Premier League,D M S,29,1927,2,2,4,22,27,4,0,1.228,1.228,3.9933,11.5316,9.7548,0.0574,0.0574,0.1865,0.2439,0.2439,0.5386,0.4556,2025/2026,6638,,
Amad Diallo Traore,Manchester United,Premier League,D M S,32,2341,2,2,3,54,40,2,0,5.73,5.73,5.6472,18.6813,10.0517,0.2203,0.2203,0.2171,0.4374,0.4374,0.7182,0.3864,2025/2026,6639,,
Neco Williams,Nottingham Forest,Premier League,D S,37,3203,2,2,3,46,36,6,1,1.8706,1.8706,4.3956,12.1051,9.0096,0.0526,0.0526,0.1235,0.1761,0.1761,0.3401,0.2532,2025/2026,6640,,
Alexis Mac Allister,Liverpool,Premier League,M S,37,2683,2,2,4,52,34,7,0,4.0717,4.0717,2.8496,13.186,8.3446,0.1366,0.1366,0.0956,0.2322,0.2322,0.4423,0.2799,2025/2026,6641,,
Xavi Simons,Tottenham,Premier League,F M S,28,1768,2,2,5,42,34,5,1,2.7163,2.7163,4.6506,9.5299,5.2032,0.1383,0.1383,0.2367,0.375,0.375,0.4851,0.2649,2025/2026,6642,,
Hee-Chan Hwang,Wolverhampton Wanderers,Premier League,F M S,26,1469,2,1,2,19,15,5,0,2.6617,1.9006,1.8816,5.158,1.7469,0.1631,0.1164,0.1153,0.2784,0.2317,0.316,0.107,2025/2026,6643,,
Jacob Ramsey,Newcastle United,Premier League,M S,28,1421,2,2,3,16,22,3,1,1.2113,1.2113,1.5664,5.4876,4.252,0.0767,0.0767,0.0992,0.1759,0.1759,0.3476,0.2693,2025/2026,6644,,
R\u00faben Dias,Manchester City,Premier League,D S,26,2142,2,2,0,10,7,3,0,0.4371,0.4371,0.4226,14.6866,14.2491,0.0184,0.0184,0.0178,0.0362,0.0362,0.6171,0.5987,2025/2026,6645,,
Malo Gusto,Chelsea,Premier League,D M S,34,2306,2,2,3,12,27,3,1,1.9418,1.9418,3.8056,16.3379,13.5533,0.0758,0.0758,0.1485,0.2243,0.2243,0.6376,0.529,2025/2026,6646,,
Pape Sarr,Tottenham,Premier League,M S,26,1347,2,2,4,17,11,3,0,2.0474,2.0474,2.4336,7.0171,4.9592,0.1368,0.1368,0.1626,0.2994,0.2994,0.4688,0.3313,2025/2026,6647,,
Yeremi Pino,Crystal Palace,Premier League,F M S,34,2134,2,2,2,45,48,4,0,4.373,4.373,8.5021,13.4667,4.5874,0.1844,0.1844,0.3586,0.543,0.543,0.5679,0.1935,2025/2026,6648,,
Amadou Onana,Aston Villa,Premier League,M S,25,1793,2,2,0,19,7,3,0,2.7725,2.7725,0.5039,6.8153,5.3132,0.1392,0.1392,0.0253,0.1645,0.1645,0.3421,0.2667,2025/2026,6649,,
Habib Diarra,Sunderland,Premier League,M S,20,1414,2,1,2,26,7,6,0,3.2529,2.4917,0.6448,4.1163,1.881,0.207,0.1586,0.041,0.248,0.1996,0.262,0.1197,2025/2026,6650,,
Josko Gvardiol,Manchester City,Premier League,D S,18,1374,2,2,2,17,4,2,0,1.8614,1.8614,0.4376,10.0963,9.5483,0.1219,0.1219,0.0287,0.1506,0.1506,0.6613,0.6254,2025/2026,6651,,
Loum Tchaouna,Burnley,Premier League,F M S,29,1268,2,2,1,23,13,2,0,1.259,1.259,1.1996,4.2137,1.9741,0.0894,0.0894,0.0851,0.1745,0.1745,0.2991,0.1401,2025/2026,6652,,
Archie Gray,Tottenham,Premier League,D M S,24,1497,2,2,2,11,8,5,0,1.5885,1.5885,1.6584,3.5702,2.1685,0.0955,0.0955,0.0997,0.1952,0.1952,0.2146,0.1304,2025/2026,6653,,
Ryan Christie,Bournemouth,Premier League,M S,26,942,2,2,0,25,11,3,1,1.7907,1.7907,1.6196,7.692,4.5152,0.1711,0.1711,0.1547,0.3258,0.3258,0.7349,0.4314,2025/2026,6654,,
Brennan Johnson,"Crystal Palace,Tottenham",Premier League,D F M S,34,1709,2,2,1,23,19,6,0,2.5934,2.5934,1.281,5.2396,1.934,0.1366,0.1366,0.0675,0.2041,0.2041,0.2759,0.1018,2025/2026,6655,,
Noni Madueke,Arsenal,Premier League,F M S,26,1246,2,2,1,25,22,0,0,1.9964,1.9964,4.011,6.7281,3.2939,0.1442,0.1442,0.2897,0.4339,0.4339,0.486,0.2379,2025/2026,6656,,
Milos Kerkez,Liverpool,Premier League,D S,34,2271,2,2,1,9,26,4,0,1.3936,1.3936,1.8635,9.4891,6.8594,0.0552,0.0552,0.0739,0.1291,0.1291,0.3761,0.2718,2025/2026,6657,,
Mohammed Kudus,Tottenham,Premier League,F M,19,1577,2,2,5,26,21,3,0,2.3623,2.3623,2.5741,4.9626,1.4065,0.1348,0.1348,0.1469,0.2817,0.2817,0.2832,0.0803,2025/2026,6658,,
Ladislav Krejc\u00ed,Wolverhampton Wanderers,Premier League,D M S,28,2385,2,2,1,21,9,3,1,1.7245,1.7245,1.4909,4.1489,2.5917,0.0651,0.0651,0.0563,0.1214,0.1214,0.1566,0.0978,2025/2026,6659,,
Mats Wieffer,Brighton,Premier League,D S,26,1922,2,2,3,18,19,8,0,1.9274,1.9274,2.869,10.284,8.2677,0.0903,0.0903,0.1343,0.2246,0.2246,0.4816,0.3871,2025/2026,6660,,
Nicol\u00f2 Savona,Nottingham Forest,Premier League,D S,14,1036,2,2,0,5,6,2,0,1.2355,1.2355,0.5945,3.0065,1.5372,0.1073,0.1073,0.0516,0.1589,0.1589,0.2612,0.1335,2025/2026,6661,,
Rio Ngumoha,Liverpool,Premier League,M S,19,515,2,2,1,16,16,0,0,1.2214,1.2214,2.1261,4.7791,1.6543,0.2134,0.2134,0.3716,0.585,0.585,0.8352,0.2891,2025/2026,6662,,
Maxim De Cuyper,Brighton,Premier League,D M S,30,1412,2,2,3,13,32,2,0,1.7418,1.7418,4.6856,6.8402,3.4949,0.111,0.111,0.2987,0.4097,0.4097,0.436,0.2228,2025/2026,6663,,
Trai Hume,Sunderland,Premier League,D M S,38,3041,2,2,1,34,27,9,0,2.708,2.708,2.0842,8.2297,4.2025,0.0801,0.0801,0.0617,0.1418,0.1418,0.2436,0.1244,2025/2026,6664,,
Dan Ballard,Sunderland,Premier League,D S,29,2143,2,2,0,25,14,4,1,3.6954,3.6954,1.5806,4.7525,2.6089,0.1552,0.1552,0.0664,0.2216,0.2216,0.1996,0.1096,2025/2026,6665,,
Eliezer Mayenda,Sunderland,Premier League,F M S,20,740,2,2,0,13,4,0,0,2.0109,2.0109,0.7425,2.4836,0.4882,0.2446,0.2446,0.0903,0.3349,0.3349,0.3021,0.0594,2025/2026,6666,,
Est\u00eav\u00e3o,Chelsea,Premier League,F M S,22,854,2,2,2,28,16,4,0,3.874,3.874,2.8163,9.2676,3.5823,0.4083,0.4083,0.2968,0.7051,0.7051,0.9767,0.3775,2025/2026,6667,,
Ao Tanaka,Leeds,Premier League,M S,28,1330,2,2,0,17,18,1,0,2.1982,2.1982,1.3577,6.8061,4.3134,0.1488,0.1488,0.0919,0.2407,0.2407,0.4606,0.2919,2025/2026,6668,,
Charalampos Kostoulas,Brighton,Premier League,F S,21,309,2,2,1,21,10,2,0,2.257,2.257,1.2801,3.4958,0.5061,0.6574,0.6574,0.3728,1.0302,1.0302,1.0182,0.1474,2025/2026,6669,,
Granit Xhaka,Sunderland,Premier League,M S,34,2896,1,1,6,21,34,8,0,0.8073,0.8073,3.705,10.4553,8.9814,0.0251,0.0251,0.1151,0.1402,0.1402,0.3249,0.2791,2025/2026,6670,,
Pascal Gro\u00df,Brighton,Premier League,M S,19,1635,1,1,3,18,39,2,0,1.253,1.253,3.2942,10.0125,8.2805,0.069,0.069,0.1813,0.2503,0.2503,0.5511,0.4558,2025/2026,6671,,
James Milner,Brighton,Premier League,M S,20,773,1,0,1,8,8,2,0,0.9794,0.2183,0.6549,3.9791,3.7933,0.114,0.0254,0.0762,0.1902,0.1016,0.4633,0.4417,2025/2026,6672,,
Jordan Henderson,Brentford,Premier League,M S,32,1935,1,1,3,6,19,6,0,0.5514,0.5514,3.3205,8.7898,6.1316,0.0256,0.0256,0.1544,0.18,0.18,0.4088,0.2852,2025/2026,6673,,
Ben Davies,Tottenham,Premier League,D S,3,137,1,1,0,2,1,1,0,0.7983,0.7983,0.0247,0.0247,0.0247,0.5244,0.5244,0.0162,0.5406,0.5406,0.0162,0.0162,2025/2026,6674,,
Bertrand Traor\u00e9,Sunderland,Premier League,F M S,12,675,1,1,0,12,8,1,0,0.6248,0.6248,0.9888,2.0169,1.2301,0.0833,0.0833,0.1318,0.2151,0.2151,0.2689,0.164,2025/2026,6675,,
Gianluigi Donnarumma,Manchester City,Premier League,GK,34,3060,0,0,0,0,0,7,0,0.0,0.0,0.0,7.1777,7.1777,0.0,0.0,0.0,0.0,0.0,0.2111,0.2111,2025/2026,6792,,
Kyle Walker-Peters,West Ham,Premier League,D S,23,1365,1,1,0,5,6,2,0,1.1882,1.1882,0.357,4.9049,3.5975,0.0783,0.0783,0.0235,0.1018,0.1018,0.3234,0.2372,2025/2026,6676,,
Harrison Reed,Fulham,Premier League,M S,7,79,1,1,0,2,3,0,0,0.0866,0.0866,0.4029,0.4041,0.2693,0.0987,0.0987,0.459,0.5577,0.5577,0.4604,0.3068,2025/2026,6677,,
Axel Tuanzebe,Burnley,Premier League,D,14,1209,1,1,0,2,0,1,0,0.5583,0.5583,0.0,2.7747,2.2164,0.0416,0.0416,0.0,0.0416,0.0416,0.2066,0.165,2025/2026,6678,,
Luke Shaw,Manchester United,Premier League,D,38,3269,1,1,1,10,15,9,0,0.5989,0.5989,1.4937,11.4567,10.6089,0.0165,0.0165,0.0411,0.0576,0.0576,0.3154,0.2921,2025/2026,6679,,
Sasa Lukic,Fulham,Premier League,M S,26,1731,1,1,2,18,27,9,0,2.3392,2.3392,2.1633,6.2263,3.358,0.1216,0.1216,0.1125,0.2341,0.2341,0.3237,0.1746,2025/2026,6680,,
Harry Maguire,Manchester United,Premier League,D S,23,1666,1,1,2,14,4,3,1,1.1766,1.1766,0.7251,5.0689,5.0689,0.0636,0.0636,0.0392,0.1028,0.1028,0.2738,0.2738,2025/2026,6681,,
Andrew Robertson,Liverpool,Premier League,D S,24,1160,1,1,0,10,20,0,0,1.0473,1.0473,1.5095,5.851,4.4723,0.0813,0.0813,0.1171,0.1984,0.1984,0.454,0.347,2025/2026,6682,,
Rodri,Manchester City,Premier League,M S,21,1500,1,1,0,17,26,3,0,1.1885,1.1885,2.2761,12.1379,10.7059,0.0713,0.0713,0.1366,0.2079,0.2079,0.7283,0.6424,2025/2026,6683,,
Martin Odegaard,Arsenal,Premier League,M S,24,1347,1,1,6,22,38,0,0,1.2191,1.2191,4.9784,11.734,7.5889,0.0815,0.0815,0.3326,0.4141,0.4141,0.784,0.5071,2025/2026,6684,,
Issa Diop,Fulham,Premier League,D S,13,810,1,1,0,2,0,2,0,0.4417,0.4417,0.0,1.552,1.552,0.0491,0.0491,0.0,0.0491,0.0491,0.1724,0.1724,2025/2026,6685,,
Randal Kolo Muani,Tottenham,Premier League,F M S,30,1704,1,1,1,20,19,3,0,2.7006,2.7006,1.8472,4.2461,0.7897,0.1426,0.1426,0.0976,0.2402,0.2402,0.2243,0.0417,2025/2026,6686,,
Yoane Wissa,Newcastle United,Premier League,F S,19,492,1,1,0,13,3,3,0,3.2382,3.2382,0.1695,4.3541,1.3059,0.5924,0.5924,0.031,0.6234,0.6234,0.7965,0.2389,2025/2026,6687,,
Boubacar Kamara,Aston Villa,Premier League,M S,18,1434,1,1,3,7,15,5,0,1.0522,1.0522,0.729,5.698,4.2702,0.066,0.066,0.0458,0.1118,0.1118,0.3576,0.268,2025/2026,6688,,
Kenny Tete,Fulham,Premier League,D S,22,1805,1,1,0,16,11,2,0,0.7288,0.7288,0.9491,3.9444,3.1576,0.0363,0.0363,0.0473,0.0836,0.0836,0.1967,0.1574,2025/2026,6689,,
Lewis Dunk,Brighton,Premier League,D S,33,2831,1,1,0,23,7,10,0,1.3369,1.3369,0.5454,12.6895,12.6021,0.0425,0.0425,0.0173,0.0598,0.0598,0.4034,0.4006,2025/2026,6690,,
Rodrigo Bentancur,Tottenham,Premier League,M S,26,1931,1,1,1,13,10,7,0,0.9772,0.9772,0.8774,4.6692,4.176,0.0455,0.0455,0.0409,0.0864,0.0864,0.2176,0.1946,2025/2026,6691,,
Douglas Luiz,"Aston Villa,Nottingham Forest",Premier League,M S,21,936,1,1,0,11,19,3,0,0.7025,0.7025,1.8229,4.0708,2.8109,0.0675,0.0675,0.1753,0.2428,0.2428,0.3914,0.2703,2025/2026,6692,,
Enes \u00dcnal,Bournemouth,Premier League,S,22,158,1,1,0,15,1,1,0,2.3263,2.3263,0.2841,2.6457,0.3903,1.3251,1.3251,0.1618,1.4869,1.4869,1.507,0.2223,2025/2026,6693,,
Ibrahima Konat\u00e9,Liverpool,Premier League,D,36,3133,1,1,0,12,8,7,0,1.9586,1.9586,0.7253,11.116,10.7976,0.0563,0.0563,0.0208,0.0771,0.0771,0.3193,0.3102,2025/2026,6694,,
Ethan Ampadu,Leeds,Premier League,M,35,3130,1,1,1,26,19,10,0,1.9461,1.9461,1.1764,11.8664,10.6903,0.056,0.056,0.0338,0.0898,0.0898,0.3412,0.3074,2025/2026,6695,,
Curtis Jones,Liverpool,Premier League,D M S,34,1910,1,1,2,22,22,2,0,2.4063,2.4063,2.8341,10.6202,7.2371,0.1134,0.1134,0.1335,0.2469,0.2469,0.5004,0.341,2025/2026,6696,,
Jaka Bijol,Leeds,Premier League,D S,25,1895,1,1,2,15,7,4,0,0.7185,0.7185,1.3992,5.491,4.5039,0.0341,0.0341,0.0665,0.1006,0.1006,0.2608,0.2139,2025/2026,6697,,
David Brooks,Bournemouth,Premier League,M S,31,1191,1,1,3,48,25,7,0,6.5401,6.5401,4.1968,12.1954,2.6665,0.4942,0.4942,0.3171,0.8113,0.8113,0.9216,0.2015,2025/2026,6698,,
William Saliba,Arsenal,Premier League,D S,31,2609,1,1,0,5,10,2,0,1.5778,1.5778,1.306,11.0173,10.5019,0.0544,0.0544,0.0451,0.0995,0.0995,0.3801,0.3623,2025/2026,6699,,
Pedro Porro,Tottenham,Premier League,D M S,34,2815,1,1,2,32,53,10,0,1.4029,1.4029,4.2477,10.605,8.7917,0.0449,0.0449,0.1358,0.1807,0.1807,0.3391,0.2811,2025/2026,6700,,
Marc Cucurella,Chelsea,Premier League,D M S,34,2714,1,1,4,20,39,8,1,1.8861,1.8861,4.5417,15.1592,12.0035,0.0625,0.0625,0.1506,0.2131,0.2131,0.5027,0.3981,2025/2026,6701,,
Diogo Dalot,Manchester United,Premier League,D S,34,2614,1,1,3,24,30,5,0,2.1947,2.1947,3.5058,13.0552,9.6665,0.0756,0.0756,0.1207,0.1963,0.1963,0.4495,0.3328,2025/2026,6702,,
Dan Burn,Newcastle United,Premier League,D S,29,2205,1,1,2,10,7,9,1,0.9215,0.9215,0.4086,5.2363,4.9391,0.0376,0.0376,0.0167,0.0543,0.0543,0.2137,0.2016,2025/2026,6703,,
Gabriel Martinelli,Arsenal,Premier League,F M S,30,1025,1,1,4,29,13,3,0,5.3571,5.3571,2.5692,10.0233,3.6065,0.4704,0.4704,0.2256,0.696,0.696,0.8801,0.3167,2025/2026,6704,,
Jean-Ricner Bellegarde,Wolverhampton Wanderers,Premier League,F M S,26,1268,1,1,1,21,13,5,0,0.8698,0.8698,1.2166,5.2008,3.5015,0.0617,0.0617,0.0864,0.1481,0.1481,0.3691,0.2485,2025/2026,6705,,
Matthijs de Ligt,Manchester United,Premier League,D,13,1170,1,1,0,11,3,0,0,1.3234,1.3234,0.4282,2.8319,2.3888,0.1018,0.1018,0.0329,0.1347,0.1347,0.2178,0.1838,2025/2026,6706,,
Marshall Munetsi,Wolverhampton Wanderers,Premier League,F M S,13,863,1,1,1,14,3,2,0,1.839,1.839,0.3809,3.0972,1.0006,0.1918,0.1918,0.0397,0.2315,0.2315,0.323,0.1043,2025/2026,6707,,
Evann Guessand,"Aston Villa,Crystal Palace",Premier League,M S,21,920,1,1,2,11,5,0,0,1.8543,1.8543,1.2377,3.7794,1.3026,0.1814,0.1814,0.1211,0.3025,0.3025,0.3697,0.1274,2025/2026,6708,,
Riccardo Calafiori,Arsenal,Premier League,D S,26,1755,1,1,2,32,9,5,0,3.4695,3.4695,0.6484,8.1578,6.5584,0.1779,0.1779,0.0333,0.2112,0.2112,0.4183,0.3363,2025/2026,6709,,
Tyrick Mitchell,Crystal Palace,Premier League,D S,38,3258,1,1,2,19,29,6,0,1.9847,1.9847,3.0361,13.1555,9.8705,0.0548,0.0548,0.0839,0.1387,0.1387,0.3634,0.2727,2025/2026,6710,,
Nicol\u00e1s Dom\u00ednguez,Nottingham Forest,Premier League,M S,27,1210,1,1,1,18,11,2,0,1.0124,1.0124,1.2799,5.3953,4.2287,0.0753,0.0753,0.0952,0.1705,0.1705,0.4013,0.3145,2025/2026,6711,,
Armando Broja,Burnley,Premier League,F S,24,822,1,1,1,16,5,0,0,2.5165,2.5165,0.6098,2.6858,1.0258,0.2755,0.2755,0.0668,0.3423,0.3423,0.2941,0.1123,2025/2026,6712,,
Chris Richards,Crystal Palace,Premier League,D S,33,2819,1,1,0,15,9,4,0,1.7815,1.7815,0.4875,7.8095,7.5028,0.0569,0.0569,0.0156,0.0725,0.0725,0.2493,0.2395,2025/2026,6713,,
Jarrad Branthwaite,Everton,Premier League,D S,10,682,1,1,0,6,3,1,0,0.31,0.31,0.3732,1.2879,1.127,0.0409,0.0409,0.0492,0.0901,0.0901,0.17,0.1487,2025/2026,6714,,
Sven Botman,Newcastle United,Premier League,D S,25,1842,1,1,0,15,6,2,0,1.551,1.551,1.4832,6.021,5.7225,0.0758,0.0758,0.0725,0.1483,0.1483,0.2942,0.2796,2025/2026,6715,,
Adrien Truffert,Bournemouth,Premier League,D,38,3391,1,1,5,16,33,5,0,1.9887,1.9887,4.4081,15.2389,9.9589,0.0528,0.0528,0.117,0.1698,0.1698,0.4045,0.2643,2025/2026,6716,,
Dan Ndoye,Nottingham Forest,Premier League,F M S,24,1184,1,1,1,15,14,1,0,1.1724,1.1724,1.5529,4.0238,1.8127,0.0891,0.0891,0.118,0.2071,0.2071,0.3059,0.1378,2025/2026,6717,,
Jo\u00ebl Veltman,Brighton,Premier League,D S,24,1025,1,1,0,4,4,5,0,1.0643,1.0643,0.252,2.4635,2.3218,0.0935,0.0935,0.0221,0.1156,0.1156,0.2163,0.2039,2025/2026,6718,,
Maxence Lacroix,Crystal Palace,Premier League,D,35,3094,1,1,2,25,7,4,1,3.0068,3.0068,1.2869,10.7443,9.9812,0.0875,0.0875,0.0374,0.1249,0.1249,0.3125,0.2903,2025/2026,6719,,
Liam Delap,Chelsea,Premier League,F S,28,1064,1,1,0,36,3,4,0,5.0301,5.0301,0.1693,7.5159,3.4006,0.4255,0.4255,0.0143,0.4398,0.4398,0.6357,0.2876,2025/2026,6720,,
Antonee Robinson,Fulham,Premier League,D S,22,1484,1,0,0,6,21,5,0,0.9772,0.2161,1.09,4.5613,3.8489,0.0593,0.0131,0.0661,0.1254,0.0792,0.2766,0.2334,2025/2026,6721,,
Omar Alderete,Sunderland,Premier League,D S,33,2808,1,1,1,24,9,6,0,1.5456,1.5456,0.6075,4.5496,3.7731,0.0495,0.0495,0.0195,0.069,0.069,0.1458,0.1209,2025/2026,6722,,
Conor Gallagher,Tottenham,Premier League,M S,16,1229,1,1,1,11,13,2,0,1.5124,1.5124,0.8551,4.1735,2.5543,0.1108,0.1108,0.0626,0.1734,0.1734,0.3056,0.1871,2025/2026,6723,,
Jayden Bogle,Leeds,Premier League,D M S,34,2822,1,1,2,18,21,6,0,1.8921,1.8921,3.5252,11.0212,6.3671,0.0603,0.0603,0.1124,0.1727,0.1727,0.3515,0.2031,2025/2026,6724,,
Fabio Carvalho,Brentford,Premier League,M S,6,97,1,1,0,2,0,0,0,0.6896,0.6896,0.0,0.6896,0.0,0.6398,0.6398,0.0,0.6398,0.6398,0.6398,0.0,2025/2026,6725,,
Hannibal Mejbri,Burnley,Premier League,M S,27,1251,1,1,4,19,21,10,0,0.7498,0.7498,2.8382,5.9531,3.3756,0.0539,0.0539,0.2042,0.2581,0.2581,0.4283,0.2428,2025/2026,6726,,
Vitaly Janelt,Brentford,Premier League,M S,25,1421,1,1,4,12,21,8,0,0.7499,0.7499,3.8111,6.326,3.6329,0.0475,0.0475,0.2414,0.2889,0.2889,0.4007,0.2301,2025/2026,6727,,
Nathan Collins,Brentford,Premier League,D S,35,2966,1,1,2,20,9,7,0,2.9171,2.9171,2.4297,10.0359,8.5106,0.0885,0.0885,0.0737,0.1622,0.1622,0.3045,0.2582,2025/2026,6728,,
Nico Gonz\u00e1lez,Manchester City,Premier League,M S,25,1576,1,1,0,14,11,6,0,0.6088,0.6088,0.8885,14.795,14.1727,0.0348,0.0348,0.0507,0.0855,0.0855,0.8449,0.8094,2025/2026,6729,,
Piero Hincapi\u00e9,Arsenal,Premier League,D S,25,1786,1,1,2,3,13,2,0,0.4126,0.4126,2.1274,8.4794,6.883,0.0208,0.0208,0.1072,0.128,0.128,0.4273,0.3468,2025/2026,6730,,
